objID,petroMag_u,petroMag_g,petroMag_r,spiral,elliptical,z
1237653612113297498,28.51154,17.99457,17.19361,1,0,0.083648
1237653612113559769,18.82834,17.33675,16.7608,1,0,0.088796
1237653612113821762,18.48976,17.17733,16.56638,1,0,0.076333
1237653612114083915,18.9841,17.37564,16.59523,0,1,0.068477
1237653612648464477,18.06741,16.25237,15.454,0,1,0.045009
1237653612648595609,17.84688,16.58335,16.03391,1,0,0.050955
1237653612648661195,19.28245,18.12657,17.55265,1,0,0.086772
1237653612648726712,19.85746,18.6355,17.71184,1,0,0.141128
1237653612650102876,18.71675,16.79932,15.93981,0,1,0.067669
1237653612652331247,18.87373,17.44839,16.66133,1,0,0.120821
1237653613185204336,19.27343,18.02411,17.42414,1,0,0.083973
1237653613185269938,18.27229,17.17739,16.74052,1,0,0.042014
1237653613185269942,18.06716,16.33843,15.56265,0,1,0.037752
1237653613185335466,19.09164,18.29261,17.52626,1,0,0.187148
1237653613185335507,19.47822,18.10117,17.48583,1,0,0.093186
1237653613185466579,20.94843,18.82233,17.73833,1,0,0.131294
1237653613185597595,19.30955,17.9236,17.11386,1,0,0.077218
1237653613185663132,19.29318,17.85643,17.08932,1,0,0.070934
1237653613185859712,19.55698,18.54046,17.89578,1,0,0.170823
1237653613185990816,19.03316,17.86042,17.29375,1,0,0.086479
1237653613186252895,18.22826,17.23791,16.72926,1,0,0.085892
1237653613186252958,18.21314,16.83549,16.18115,1,0,0.057897
1237653613721747527,18.87427,17.3175,16.58586,1,0,0.067398
1237653613721747585,19.59032,18.30056,17.50536,1,0,0.107362
1237653613721813141,21.7736,17.99059,17.00759,1,0,0.113692
1237653613721878743,19.3258,17.74729,16.94899,1,0,0.096725
1237653613721944068,20.02269,17.82315,17.09291,1,0,0.122496
1237653613722009729,19.40668,18.52149,17.61674,1,0,0.182168
1237653613722075157,28.42074,18.41115,17.31241,1,0,0.123335
1237653613722075355,20.15745,18.37521,17.28153,1,0,0.136582
1237653613722140772,20.83273,18.96407,17.74584,1,0,0.170313
1237653613722140777,19.41421,18.07303,17.24816,1,0,0.144204
1237653613722206228,17.81976,16.11186,15.67115,1,0,0.017856
1237653613722271972,18.93576,18.05579,17.57547,1,0,0.10199
1237653613722402990,18.69368,17.44688,17.10526,1,0,0.05992
1237653613722403037,19.69264,18.31707,17.5233,1,0,0.138139
1237653613722468387,20.67982,18.52631,17.6861,1,0,0.157695
1237653613722468492,18.8221,17.52591,16.81175,1,0,0.098609
1237653613722599622,17.43975,16.49836,16.25148,1,0,0.055401
1237653613722599662,18.88401,17.75339,17.31413,1,0,0.051121
1237653613722861766,19.71251,18.27534,17.49964,1,0,0.104452
1237653613722927182,19.15694,18.28387,17.67282,1,0,0.090786
1237653613722992818,20.53445,18.87963,17.79016,1,0,0.206363
1237653613723123786,17.08191,16.0797,15.66538,1,0,0.028575
1237653614258356399,19.85662,18.09963,16.98124,1,0,0.090568
1237653614258487446,18.34988,17.0985,16.52326,1,0,0.079943
1237653614258684093,18.87253,17.20916,16.45031,1,0,0.076644
1237653614258749582,19.60555,17.78964,17.10651,1,0,0.075759
1237653614259011632,17.07661,15.11649,14.23645,0,1,0.040753
1237653614259077175,18.20161,16.07903,15.18489,1,0,0.041161
1237653614259077248,20.20795,17.57066,16.76579,1,0,0.079264
1237653614259077348,20.04396,18.41567,17.47722,1,0,0.153401
1237653614259142897,17.71159,16.87011,16.3144,1,0,0.090831
1237653614259142922,19.38861,17.38836,16.49103,1,0,0.066338
1237653614259208607,19.17447,17.99885,17.69708,1,0,0.032243
1237653614259273791,18.38548,17.48427,17.0845,1,0,0.070568
1237653614259273955,19.84697,18.61858,17.51846,1,0,0.170012
1237653614259339395,18.26995,17.24682,16.83426,1,0,0.069425
1237653614259404993,20.13947,18.63625,17.66467,1,0,0.116492
1237653614259536041,18.38326,16.52381,16.01205,1,0,0.041556
1237653614259536076,19.09197,17.29344,16.58731,1,0,0.052346
1237653614259667152,18.63388,16.93403,16.45948,1,0,0.031914
1237653614259667168,20.44207,18.64249,17.40266,1,0,0.180396
1237653614259798119,18.5496,17.45978,16.95077,1,0,0.080612
1237653614259798166,19.24048,18.29739,17.5478,1,0,0.189606
1237653614259929201,20.55399,18.60403,17.58432,1,0,0.131736
1237653614259994836,19.49715,18.63644,17.80243,1,0,0.198776
1237653614260191287,19.99677,18.34613,17.3053,1,0,0.152887
1237653614260256912,20.35597,18.60946,17.64218,1,0,0.121072
1237653614260322499,18.22625,17.12783,16.41998,1,0,0.108847
1237653614260453511,16.43636,15.22932,14.70165,1,0,0.034125
1237653614260650089,20.09153,18.60847,17.65342,1,0,0.136266
1237653614260650170,19.25496,18.35492,17.63502,1,0,0.147452
1237653614260715664,19.60351,17.12505,16.5512,1,0,0.061674
1237653614260781176,20.70106,18.76069,17.85276,1,0,0.105163
1237653614260912291,17.26107,15.98739,15.4029,1,0,0.050382
1237653614261043391,19.37019,18.08995,17.17736,1,0,0.101034
1237653614261174447,18.93523,17.66926,16.98165,1,0,0.106704
1237653614261239940,19.72861,17.99803,17.10202,1,0,0.106993
1237653614261371023,19.87207,18.21391,17.2577,1,0,0.119091
1237653614261567659,19.14581,18.04,17.3212,1,0,0.142159
1237653614261633154,19.71189,18.63864,17.74908,1,0,0.207172
1237653614795882615,19.2269,18.16675,17.48249,1,0,0.130936
1237653614795948052,16.95107,15.93526,15.5753,1,0,0.042442
1237653614796079219,18.77281,16.97911,16.0743,1,0,0.062509
1237653614796275775,17.3467,15.50106,14.63433,0,1,0.037989
1237653614796341418,18.17019,16.35585,15.46893,1,0,0.060481
1237653614796734643,19.6707,18.56605,17.69907,1,0,0.150309
1237653614797586655,20.31811,17.97412,17.00636,1,0,0.091026
1237653614797586791,19.73999,18.29529,17.22532,1,0,0.14205
1237653614797717613,19.14881,17.43009,16.45557,0,1,0.097881
1237653614797848638,20.61753,18.56433,17.52085,1,0,0.118935
1237653614798045224,15.94691,14.54163,13.84989,1,0,0.023381
1237653614798045325,18.9124,18.11674,17.62577,1,0,0.104288
1237653614798110853,20.57191,18.77191,17.74882,1,0,0.135428
1237653614798176416,21.08604,18.39396,17.72475,1,0,0.097454
1237653614798373000,19.04682,18.01696,17.61715,1,0,0.07382
1237653614798438505,16.60823,15.52582,14.93054,1,0,0.033391
1237653614798504047,19.09666,17.2427,16.31473,1,0,0.076866
1237653616396664958,18.8315,17.02661,16.2171,0,1,0.053352
1237653616396927092,18.92565,17.94379,17.42638,1,0,0.128425
1237653616396927129,19.71918,18.33188,17.56593,1,0,0.134602
1237653616397058239,20.65327,18.6621,17.60913,1,0,0.135879
1237653616397123727,19.58631,18.18882,17.44274,1,0,0.106156
1237653616397189201,17.70769,15.83078,15.00088,0,1,0.041128
1237653616397189301,18.74027,17.02606,16.21696,1,0,0.072846
1237652615666532498,19.94853,18.5771,17.86411,1,0,0.080404
1237652615666532525,19.11032,18.15281,17.5114,1,0,0.115345
1237652615666598012,19.66584,18.2798,17.46674,1,0,0.139504
1237652615666663516,19.82669,18.18418,17.39836,1,0,0.140096
1237652615666663566,18.49736,17.542,16.94134,1,0,0.047171
1237652615666925695,20.05924,18.83626,17.79539,1,0,0.127021
1237652615666991226,18.64083,17.61608,17.00554,1,0,0.13453
1237652615667187759,19.24079,17.51124,16.59649,1,0,0.075179
1237652615667187806,19.55034,17.63088,17.05125,1,0,0.059345
1237652615667515464,17.835,16.05855,15.21722,0,1,0.042872
1237652615667515493,18.03106,16.90058,16.28489,1,0,0.071919
1237652615667515565,20.10998,18.41263,17.53046,1,0,0.107344
1237652615667908741,17.79539,16.7236,16.18073,1,0,0.027873
1237652615667908753,21.42854,18.55326,17.79885,1,0,0.098256
1237652615668105280,18.74993,17.62593,16.76522,1,0,0.109476
1237652615668171010,19.23454,17.92857,17.49254,1,0,0.041562
1237652615668367547,18.81452,17.39072,16.69726,1,0,0.077999
1237652615668432916,16.7392,16.17372,16.01911,1,0,0.024953
1237652615668433052,20.78898,18.93979,17.79211,1,0,0.16101
1237652615668564087,18.819,17.05467,16.18483,1,0,0.060135
1237652615668629571,18.18544,16.81398,16.03108,1,0,0.061558
1237652615668629628,19.53348,18.36347,17.43845,1,0,0.135579
1237652615668629677,18.96587,17.75684,17.29816,1,0,0.03442
1237652615668760724,19.95193,18.36454,17.6998,1,0,0.096083
1237652615668826170,18.38372,17.22477,16.5222,1,0,0.068811
1237652615668826217,19.54521,18.02342,17.00966,1,0,0.117075
1237652615668826269,19.95364,18.1061,17.20208,1,0,0.071144
1237652615669153880,19.11141,17.78552,17.11835,1,0,0.082576
1237652615669284868,16.03219,15.05657,14.6318,1,0,0.017851
1237652616203468862,20.92389,18.6224,17.72379,1,0,0.097418
1237652616203468872,19.17347,17.74986,16.93104,1,0,0.114323
1237652616203534399,20.15121,18.61404,17.69098,1,0,0.108853
1237652616203534521,18.07896,16.24314,15.43586,0,1,0.036156
1237652616203599968,18.95093,17.31771,17.13526,1,0,0.033985
1237652616203665487,19.55534,18.06857,17.38846,1,0,0.096712
1237652616203731121,17.77978,16.5178,15.91891,1,0,0.073733
1237652616203731141,18.77462,17.8205,17.23145,1,0,0.094436
1237652616204058713,19.53217,17.79549,17.14022,1,0,0.08714
1237652616204058783,20.05456,17.71103,17.17966,1,0,0.036906
1237652616204386397,18.87572,17.48874,16.66002,1,0,0.097102
1237652616204386429,18.78765,17.72855,16.97606,1,0,0.144434
1237652616204517564,17.73373,16.34345,15.6318,1,0,0.043056
1237652616204583087,20.30406,18.52709,17.6442,1,0,0.104452
1237652616204583142,19.12827,17.67814,17.08082,1,0,0.074638
1237652616204714095,19.86786,18.39541,17.54686,1,0,0.10523
1237652616204714132,16.93949,15.73663,15.10019,1,0,0.028134
1237652616204845140,20.28329,18.71747,17.75652,1,0,0.114138
1237652616204845148,19.70307,17.88945,16.94199,1,0,0.130345
1237652616204976270,20.22473,18.9963,17.81467,1,0,0.168641
1237652616204976287,19.11597,17.93248,17.3272,1,0,0.076938
1237652616205238403,19.97642,18.49848,17.52283,1,0,0.124701
1237652616205369408,19.38412,18.22611,17.40472,1,0,0.123659
1237652616205369481,18.21763,16.75946,15.87558,1,0,0.105282
1237652616205369572,19.05123,18.2347,17.74251,1,0,0.151888
1237652616205500534,19.83539,17.93526,16.94507,1,0,0.110357
1237652616205566045,20.03352,18.29611,17.28968,1,0,0.1238
1237652616205631568,20.71269,18.68773,17.68089,1,0,0.113765
1237652616205631658,21.32409,18.77585,17.82503,0,1,0.099895
1237652616205631659,20.4035,18.34699,17.64074,1,0,0.081628
1237652616205697129,18.75949,17.9065,17.495,1,0,0.084817
1237652616205762567,20.37231,18.83447,17.87113,1,0,0.128548
1237652616205762661,19.48342,17.75029,16.92966,1,0,0.081285
1237652616205762669,18.15901,17.12916,16.66018,1,0,0.077071
1237652616205893838,18.38033,17.44525,17.07923,1,0,0.031802
1237652616206024827,18.45771,16.80232,15.98771,1,0,0.050885
1237652616206090366,18.03262,16.63885,16.11294,1,0,0.051968
1237652616740339746,17.01965,15.31264,14.57034,0,1,0.028929
1237652616740339776,19.06072,18.07919,17.64911,1,0,0.076228
1237652616740405330,19.03341,17.65697,17.04193,1,0,0.090388
1237652616740470912,19.81136,18.30335,17.42798,1,0,0.090942
1237652616740536482,19.19738,17.87309,17.13705,1,0,0.08226
1237652616740536497,17.24283,15.92341,15.45485,1,0,0.045679
1237652616740536585,19.25768,18.5188,17.79295,1,0,0.207943
1237652616740733010,19.42146,18.11508,17.31062,1,0,0.120362
1237652616741257303,18.83603,17.63311,16.85061,1,0,0.100205
1237652616741257358,19.58999,18.28996,17.62518,1,0,0.090467
1237652616741322804,18.75988,17.65356,17.2017,1,0,0.094747
1237652616741388354,19.00349,16.89528,16.26179,1,0,0.040038
1237652616741453934,19.51483,17.69954,16.8685,1,0,0.072459
1237652616741519421,19.20327,17.59743,16.69783,1,0,0.094926
1237652616741519486,18.32723,17.23355,16.64136,1,0,0.053642
1237652616741584961,17.44209,16.26226,15.84311,1,0,0.041574
1237652616741585004,19.65351,17.35386,16.50217,1,0,0.063934
1237652616741585051,19.33295,17.84283,17.33147,1,0,0.058285
1237652616741781556,18.57754,17.38359,16.65032,1,0,0.055304
1237652616741781631,18.83439,17.66372,17.24622,1,0,0.066083
1237652616741781637,20.12934,18.47542,17.43432,1,0,0.117943
1237652616741847085,19.33672,16.95204,16.29553,1,0,0.043268
1237652616741847102,18.93847,17.81558,17.0348,1,0,0.06956
1237652616741912698,18.29321,17.03235,16.35321,1,0,0.067883
1237652616741912713,20.31981,18.16602,17.30389,1,0,0.097288
1237652616741978328,20.05745,18.17229,17.30245,1,0,0.091715
1237652616742109372,19.08758,18.24618,17.28494,1,0,0.155467
1237652616742174859,20.51694,18.64244,17.72278,0,1,0.091334
1237652616742240333,19.22579,17.89294,17.15412,1,0,0.140351
1237652616742699095,20.13929,18.34568,17.29336,1,0,0.129974
1237652616742961213,16.93382,15.45321,14.66469,0,1,0.039779
1237652616742961313,17.27466,15.61484,14.77238,0,1,0.041381
1237652616742961330,20.06741,18.15485,17.22083,1,0,0.089507
1237652630716284992,20.08906,18.60352,17.53654,1,0,0.149723
1237652630716612718,19.49966,18.34746,17.35192,1,0,0.177913
1237652630716612771,22.48734,19.12482,17.79618,1,0,0.223708
1237652630716743704,19.56672,18.39453,17.58851,1,0,0.09955
1237652899145580607,19.14309,17.87086,17.15403,1,0,0.086651
1237652899145580652,17.67105,16.76774,16.13943,1,0,0.103556
1237652899145580670,18.46858,17.08699,16.36839,1,0,0.05174
1237652899145580706,20.82495,18.74068,17.74162,1,0,0.120684
1237652899145646125,18.65643,16.7313,15.81282,0,1,0.084972
1237652899145842792,18.52966,17.62828,17.3375,1,0,0.041272
1237652899148660892,17.15385,16.0057,15.40374,1,0,0.026822
1237652899149119652,19.32951,18.08496,17.4622,1,0,0.108249
1237652899149250794,18.60338,17.08083,16.74641,1,0,0.029736
1237652899149381759,19.29301,18.18253,17.7035,1,0,0.10556
1237652899149578410,18.36126,17.23672,16.8437,1,0,0.064797
1237652899149643903,16.81082,15.56265,15.0715,1,0,0.041777
1237652899149840519,18.59564,17.31689,16.83008,1,0,0.072056
1237652899149840539,22.34397,18.72051,17.76163,1,0,0.108678
1237652899150037000,18.62192,17.30577,17.02846,1,0,0.04863
1237652899150102696,18.57523,17.23918,16.63139,1,0,0.06383
1237651737388187795,18.50694,16.88643,16.31502,1,0,0.052672
1237651737388187905,19.15588,17.41278,16.55045,0,1,0.06452
1237651737391268200,17.98707,16.67281,16.07486,1,0,0.045283
1237651737391726900,19.03807,17.29907,16.53624,1,0,0.067649
1237651737391923573,18.62976,17.08991,16.53516,1,0,0.051841
1237651737392316801,18.01307,16.32573,15.51493,0,1,0.032484
1237651737392382354,20.20307,18.30874,17.33519,1,0,0.088031
1237651737923682494,20.07067,18.66147,17.76614,1,0,0.084516
1237651737925910914,19.00002,17.48728,16.65135,1,0,0.095113
1237651737926041743,20.67583,18.86106,17.81508,1,0,0.125625
1237651737926107411,19.44469,17.91744,17.18917,1,0,0.088509
1237651737926172885,19.69101,18.37017,17.47223,1,0,0.096945
1237651737926238468,20.53106,18.65045,17.82604,1,0,0.088967
1237651737926238500,19.50486,18.37809,17.84036,1,0,0.093598
1237651737927156200,20.08788,18.31065,17.29494,1,0,0.107161
1237651737928270190,19.13305,17.80196,17.4008,1,0,0.053751
1237651737928335774,19.96572,18.293,17.35855,1,0,0.093075
1237651737928466844,20.21448,18.46457,17.55071,1,0,0.108994
1237651737928532372,19.87145,17.45313,16.96049,1,0,0.058786
1237651737928663060,18.75817,17.2139,16.7047,1,0,0.060891
1237651737928991013,19.2309,18.10864,17.41797,1,0,0.124516
1237651737929121942,16.14164,15.31983,14.96783,1,0,0.02941
1237651737929515284,19.3931,18.26032,17.43026,1,0,0.128006
1237651737929646526,20.83823,19.10538,18.00093,1,0,0.140893
1237651821637337263,19.7431,18.33015,17.58416,1,0,0.11359
1237651821637337351,17.61054,16.2376,15.55875,1,0,0.05229
1237651821637468304,19.40855,17.58219,16.66041,0,1,0.07456
1237651821637533749,17.51203,15.73249,14.88807,0,1,0.038498
1237651821637533983,18.8912,17.22779,16.46394,0,1,0.046753
1237651821637599600,19.05192,17.94589,17.42029,1,0,0.060007
1237651821637664892,16.38013,14.51634,13.67164,1,0,0.025357
1237651821637664965,16.65279,15.62349,15.16685,1,0,0.021767
1237651821637795951,19.09744,17.79197,17.14063,1,0,0.105309
1237651821637992464,25.47917,18.48578,18.0055,1,0,0.099239
1237651821638058215,19.42795,18.085,17.4185,1,0,0.1141
1237651821638582413,18.40111,17.34654,16.99517,1,0,0.058296
1237651821638647901,19.88317,17.96328,17.17072,1,0,0.081666
1237651821638778926,18.87193,16.79388,15.83543,0,1,0.077113
1237651821638779047,16.77397,14.95622,14.14698,0,1,0.027516
1237651821638779304,19.8729,18.36165,17.69367,1,0,0.075944
1237651821638844542,19.0924,16.34764,15.48314,1,0,0.051304
1237651821638844561,19.66207,18.22966,17.49809,0,1,0.060084
1237651821639172268,18.52674,16.5883,15.67751,0,1,0.059891
1237651821639237804,18.19598,16.87033,16.3001,1,0,0.066927
1237651821639237884,19.26637,18.22243,17.67175,1,0,0.093487
1237651821639303477,19.18215,18.24543,17.57912,1,0,0.09585
1237651821639434558,20.53669,19.02563,17.89565,1,0,0.136556
1237651821639565603,20.2404,18.62601,17.86216,1,0,0.087926
1237651821639827679,19.35275,18.15304,17.59845,1,0,0.107537
1237651821639827748,20.82327,19.04518,17.80224,1,0,0.176422
1237651821639958746,20.89535,18.88985,17.6713,1,0,0.152164
1237651821639958820,18.44941,17.18697,16.57709,1,0,0.067445
1237651821640155348,19.93115,18.50804,17.6951,1,0,0.093744
1237651821640155371,18.37892,16.49427,15.63962,1,0,0.049892
1237651821640155409,19.36107,18.0405,17.41495,1,0,0.121249
1237651821640220816,16.75924,15.36676,14.73693,1,0,0.031511
1237651821640286582,19.76442,18.11353,17.58087,1,0,0.060797
1237651821640483127,19.00192,17.64824,16.85811,1,0,0.112437
1237651821640548482,19.01666,17.48751,16.61623,1,0,0.098213
1237651821640614130,18.44413,17.07842,16.33988,1,0,0.07592
1237651821640679740,18.85955,17.04696,16.0508,0,1,0.090091
1237651821640679828,20.70375,18.72054,17.84388,1,0,0.104296
1237651821640745000,18.93016,18.07007,17.41285,1,0,0.136621
1237651821640745131,19.54605,18.29753,17.75967,1,0,0.097462
1237651821640745198,19.04593,16.94874,15.93755,0,1,0.092288
1237651821640810783,19.88032,18.17393,17.24283,1,0,0.09191
1237651821640876159,19.42631,17.62685,16.54933,1,0,0.115136
1237651821641007272,20.22606,18.51818,17.65373,0,1,0.083058
1237651821641138437,19.23819,17.44759,16.43564,1,0,0.109978
1237651821641269384,18.56404,17.27246,16.42654,1,0,0.122164
1237651821641269426,20.51041,18.50046,17.45779,1,0,0.119394
1237651821641335252,19.5556,18.42027,17.7878,1,0,0.053546
1237651821641335266,19.78344,17.83108,17.05202,1,0,0.069976
1237651821645136065,19.10652,17.49148,16.79856,1,0,0.071701
1237651822174535827,18.08851,16.61644,15.9346,0,1,0.032333
1237651822174535997,20.07135,18.51971,17.77787,1,0,0.114255
1237651822174666857,17.56781,15.99611,15.17585,0,1,0.043468
1237651822174732421,18.81735,17.25659,16.51362,0,1,0.045736
1237651822174797988,19.30649,17.72247,17.06419,1,0,0.080432
1237651822174863544,19.70589,18.25862,17.38065,1,0,0.104441
1237651822174863591,18.38267,17.09762,16.50179,0,1,0.072075
1237651822175256924,20.79064,18.55262,17.68134,1,0,0.206366
1237651822175322264,19.14974,17.16636,16.19511,0,1,0.097534
1237651822175453272,18.41574,16.45703,15.53619,0,1,0.064614
1237651822175453563,19.59309,18.12621,17.23316,1,0,0.076115
1237651822175453585,20.18336,18.27711,17.31718,1,0,0.090035
1237651822175518941,19.66392,17.66571,16.78746,1,0,0.071272
1237651822175518979,19.02486,17.77958,17.06833,1,0,0.089346
1237651822175781143,20.06789,18.45988,17.62481,1,0,0.106433
1237651822175781173,19.2792,18.13783,17.67724,1,0,0.05998
1237651822175846611,21.04409,18.69025,17.76385,1,0,0.125896
1237651822175912143,19.29045,18.01666,17.45783,1,0,0.076987
1237651822176108690,19.21068,17.85965,17.16467,1,0,0.090333
1237651822176305295,17.16349,15.16745,14.63436,1,0,0.029606
1237651822176370977,19.77922,17.91127,17.35272,1,0,0.049746
1237651822176501959,19.43364,17.22026,16.37128,1,0,0.068983
1237651822176567426,19.57091,17.95039,17.25632,1,0,0.082252
1237651822176567457,19.42695,16.77904,16.07503,1,0,0.05944
1237651822176567523,20.4492,18.7113,17.88097,1,0,0.093735
1237651822176567553,19.58076,18.29371,17.46575,1,0,0.136116
1237651822176829634,19.61618,17.52231,16.92985,1,0,0.062457
1237651822176960708,20.76972,18.21772,17.44799,1,0,0.089321
1237651822177091779,19.04734,18.16574,17.81757,1,0,0.066901
1237651822177091816,19.33032,18.0898,17.53647,1,0,0.09902
1237651822177157279,18.38367,16.49479,15.53403,0,1,0.079933
1237651822177157305,18.63885,17.35999,16.63526,1,0,0.070687
1237651822177157325,21.86581,17.4078,16.41845,1,0,0.067793
1237651822177419607,19.29551,17.9462,17.26883,1,0,0.081143
1237651822177681501,20.33535,18.22713,17.19591,1,0,0.139559
1237651822177681514,19.01378,16.86465,15.90709,0,1,0.081602
1237651822177812724,20.2671,18.60993,17.72079,1,0,0.132935
1237651822177812756,19.88847,18.46848,17.61868,1,0,0.133867
1237651822178009378,18.6035,17.46355,16.72846,1,0,0.082621
1237651822178074909,18.25058,16.29261,15.31271,0,1,0.096496
1237651822178074950,18.45248,16.7317,15.94271,0,1,0.053895
1237651822178140507,20.2592,18.68022,17.52509,1,0,0.152972
1237651822178271394,18.37018,17.12237,16.50514,1,0,0.079226
1237651822178336894,17.74357,16.19901,15.46463,0,1,0.040288
1237651822178336948,19.70054,18.33543,17.57062,1,0,0.103461
1237657627905228937,19.76262,18.19672,17.35785,1,0,0.12413
1237657627905753225,19.5795,17.62003,16.62073,1,0,0.095991
1237657627910209632,18.65392,17.82728,17.27009,1,0,0.136843
1237657627910340819,19.22494,17.70203,17.03189,1,0,0.087804
1237657627910406192,17.40534,15.75292,14.95893,0,1,0.045687
1237657627910733942,19.13155,17.43755,16.61015,1,0,0.072698
1237657627910799480,17.09501,15.95626,15.42608,1,0,0.055273
1237657627910930691,18.73085,17.57182,17.19495,1,0,0.048935
1237657628432531513,17.03277,15.81173,15.08273,1,0,0.046213
1237657628433514704,20.99965,17.39106,16.42655,1,0,0.069967
1237657628433580275,19.2846,16.98242,15.97782,0,1,0.098749
1237657628433645875,19.79774,17.6648,16.74893,1,0,0.068169
1237657628434170144,18.60445,17.12872,16.63153,1,0,0.063291
1237657628434366702,17.67555,16.30698,15.9245,1,0,0.022234
1237657628434366747,20.37475,18.63143,17.6242,1,0,0.147577
1237657628434432183,20.46764,18.53909,17.72818,1,0,0.12293
1237657628434628875,19.22832,17.60769,16.94299,1,0,0.073571
1237657628434956700,20.90153,18.59634,17.62416,1,0,0.10152
1237657628435087679,20.33037,18.74178,17.80806,1,0,0.18588
1237657628435087797,22.21024,18.32626,17.68459,1,0,0.089318
1237657628435153385,19.77266,17.80194,17.09369,1,0,0.055948
1237657628435415371,20.00721,18.37598,17.58414,1,0,0.10156
1237657628435742927,19.43174,17.98026,17.16197,1,0,0.113827
1237657628435874165,18.7702,17.19406,16.68008,1,0,0.049571
1237657628435874189,20.26706,18.63521,17.55009,1,0,0.149026
1237657628437053692,18.57556,16.60422,15.76209,0,1,0.045777
1237657628437184822,21.01332,18.61903,17.74715,1,0,0.103819
1237657628437315834,19.68566,18.07798,17.23798,1,0,0.083305
1237657628437381393,18.65169,17.07341,16.33534,1,0,0.075043
1237657628437381396,19.23728,17.01967,16.49171,1,0,0.051519
1237657628437381430,19.24274,17.94065,17.32426,1,0,0.106132
1237657628437446778,19.23357,17.79049,17.44082,1,0,0.040454
1237657628437446795,20.0403,18.49643,17.65938,1,0,0.107203
1237657628437446907,18.61965,17.30288,16.58231,1,0,0.084851
1237657628437512442,19.42978,17.95212,17.1131,1,0,0.093743
1237657628437512479,17.50468,16.2655,15.6831,1,0,0.038829
1237657628437512525,17.48519,16.07082,15.42734,1,0,0.045198
1237657628437709001,19.39619,17.38093,16.55501,1,0,0.070359
1237657628437840098,19.89502,18.38435,17.53894,1,0,0.104772
1237657628437905595,18.13055,16.72365,16.3713,1,0,0.030927
1237657628437905663,19.43851,17.68667,16.85154,1,0,0.08744
1237657628437905713,19.60607,18.43651,17.79291,1,0,0.127616
1237657628437971276,19.50326,18.0991,17.29839,1,0,0.100113
1237657628438036725,19.89571,18.43022,17.75762,1,0,0.097068
1237657628438102037,18.96563,17.76539,16.97899,1,0,0.110254
1237657628438233163,16.24409,14.77047,14.12908,1,0,0.02342
1237657628438233400,19.81499,18.02288,17.28948,1,0,0.088147
1237657628438233405,18.88335,17.83427,17.38257,1,0,0.090624
1237657628438560864,19.78097,17.53238,16.62486,1,0,0.122383
1237657628438561017,18.67288,17.56866,16.97615,1,0,0.098841
1237657628438888597,19.56551,18.52265,17.85078,1,0,0.116557
1237657628438888620,20.41638,18.30059,17.32347,1,0,0.132301
1237657628442099762,17.18924,15.52934,14.71913,0,1,0.031074
1237657628442165405,18.99438,17.56377,16.73763,1,0,0.097992
1237657628442230822,16.69329,15.01446,14.55019,1,0,0.030362
1237657628442296570,19.25555,18.27288,17.46227,1,0,0.189269
1237657628442427611,19.0169,17.68513,16.80809,1,0,0.122667
1237657628442427618,20.12241,18.41339,17.44174,1,0,0.110878
1237657628442493274,19.70057,18.61205,17.57623,1,0,0.154467
1237657628442558691,20.12685,18.78091,17.67522,1,0,0.149526
1237657628442755228,19.8367,18.49833,17.79038,1,0,0.106078
1237657628442755233,18.40207,17.15378,16.43661,1,0,0.040517
1237657628442755256,20.35418,18.95016,17.80618,1,0,0.188311
1237657628442820821,19.51979,18.50264,17.69087,1,0,0.20894
1237657628445311188,18.99391,17.64784,16.71612,1,0,0.110621
1237657628445638811,19.12585,18.3152,17.60287,1,0,0.148254
1237657628445769877,18.73779,17.30346,16.53654,1,0,0.081715
1237657628445900918,17.74383,16.394,15.85027,1,0,0.042576
1237657628446294182,19.59598,18.55892,17.72814,1,0,0.199637
1237657628446294194,17.89768,16.57591,15.99994,1,0,0.043864
1237657628446556398,18.52658,17.28874,16.58612,1,0,0.061007
1237657628446621927,19.26642,18.03382,17.25458,1,0,0.12253
1237657628446687457,19.85291,18.48467,17.72408,1,0,0.130134
1237657628446818419,19.24869,18.24282,17.26728,1,0,0.108858
1237657628446818458,17.93693,16.41136,15.57398,1,0,0.05419
1237657628446884037,19.27144,17.55761,16.62848,1,0,0.102108
1237657628446949499,19.21236,17.99415,17.26322,1,0,0.098383
1237657628446949523,19.47325,18.13544,17.46984,1,0,0.103969
1237657628447015167,20.13759,18.73758,17.59407,1,0,0.176349
1237657628447080703,19.20904,18.10483,17.38666,1,0,0.121003
1237657628447211729,18.79628,17.34473,16.5569,1,0,0.076414
1237657628447211759,16.98651,15.54115,14.81852,1,0,0.046732
1237657628447277145,17.68157,16.28702,15.48176,1,0,0.048386
1237657628447277219,19.77999,18.31237,17.5349,1,0,0.091788
1237657628447342688,20.356,18.68887,17.6771,1,0,0.124252
1237657628447408140,19.44895,17.51245,17.09422,1,0,0.057494
1237657628447473764,16.84509,15.39282,14.66471,1,0,0.038828
1237657628447473799,20.95851,18.7987,17.7092,1,0,0.16163
1237657628447473866,19.43338,18.37561,17.76913,1,0,0.126878
1237657628447539336,18.733,17.2265,16.43112,0,1,0.089038
1237657628447539374,18.18773,16.92571,16.28918,1,0,0.087227
1237657628447539408,19.20833,18.34268,17.63528,1,0,0.170153
