objID,petroMag_u,petroMag_g,petroMag_r,spiral,elliptical,z
1237648703522734471,18.68418,17.80228,17.48192,1,0,0.038432
1237648703522799881,19.8143,18.62585,17.74273,1,0,0.182804
1237648703522865397,22.21093,18.97682,17.99015,1,0,0.135885
1237648703523127674,19.96573,18.47125,17.50178,1,0,0.098837
1237648703523324383,19.33436,17.9155,17.15579,1,0,0.096054
1237648703523324386,20.29496,18.45893,17.35764,1,0,0.115992
1237648703523324441,20.43464,18.5814,17.76992,1,0,0.113841
1237648703523455139,20.43042,18.78052,17.94435,1,0,0.103335
1237648703523455217,19.77025,18.12277,17.03409,1,0,0.118827
1237648703523520869,17.35159,15.94028,15.3009,1,0,0.038905
1237648703523520965,20.98434,18.72909,17.64361,1,0,0.130208
1237648703523521017,19.41273,18.11055,17.36634,1,0,0.123511
1237648703523586480,18.87234,17.63524,17.01546,1,0,0.091507
1237648703523651871,19.41896,18.10205,17.44757,1,0,0.107242
1237648703523652009,19.90277,18.58844,17.66603,1,0,0.139519
1237648703523652011,19.53598,18.46811,17.87386,1,0,0.10205
1237648703523717431,19.16904,17.9779,17.49583,1,0,0.050636
1237648703523848562,18.29085,17.05113,16.37216,1,0,0.097884
1237648703523848656,20.52585,18.41612,17.43172,1,0,0.134182
1237648703523979613,17.9505,16.82533,16.2882,1,0,0.067533
1237648703524241674,19.13624,17.99264,17.07042,1,0,0.12301
1237648703524307076,17.98228,16.35631,15.72763,1,0,0.027848
1237648703524307277,20.97926,19.30753,18.09197,1,0,0.128654
1237648703524765941,20.85191,19.25686,17.98871,1,0,0.192156
1237648703524765961,20.38242,18.87153,17.97881,1,0,0.109723
1237648703524896959,19.62021,17.86529,17.01805,1,0,0.081904
1237648703524896982,18.97251,17.4775,16.56451,1,0,0.087684
1237648703524896986,20.26811,18.22795,17.21307,1,0,0.101718
1237648703524897011,19.86234,18.1623,17.2351,1,0,0.098527
1237648703524897061,17.94213,15.97009,14.89066,0,1,0.077132
1237648703524962835,19.51278,17.4046,16.35032,1,0,0.054699
1237648703524963022,22.57054,17.39086,16.69507,1,0,0.047571
1237648703525028026,19.71126,18.39092,17.67281,1,0,0.137639
1237648703525028330,22.06633,18.75137,17.89921,1,0,0.092442
1237648703525093603,19.17709,17.98318,17.31357,1,0,0.063363
1237648703525093713,20.43229,18.50656,17.42431,1,0,0.107979
1237648703525093839,20.2927,18.90337,17.98545,1,0,0.089002
1237648703525159202,18.60764,17.48457,16.91141,1,0,0.067343
1237648703525159452,22.57922,18.98891,17.71527,1,0,0.160844
1237648703525159663,20.72598,19.00055,17.79066,1,0,0.148525
1237648703525224703,20.4253,18.80694,17.76229,1,0,0.099843
1237648703525224866,20.45514,18.97078,17.78893,1,0,0.166522
1237648703525290163,19.825,18.5708,17.73469,1,0,0.155928
1237648703525290190,19.85506,18.34172,17.48038,1,0,0.138501
1237648703525421273,17.8221,16.06583,15.08085,0,1,0.067487
1237648703525421344,19.47038,18.27446,17.78156,1,0,0.080426
1237648703525749017,19.24661,17.60456,16.61598,0,1,0.091094
1237648703525814811,18.62762,17.31255,16.69212,1,0,0.044905
1237648703525945679,19.90604,17.76785,16.80164,1,0,0.074305
1237648704059277733,20.12855,18.24531,17.27336,1,0,0.124723
1237648704059343146,18.70485,16.95808,15.98117,0,1,0.086491
1237648704059408699,18.8615,17.17458,16.37522,1,0,0.055647
1237648704059408881,19.51278,18.15481,17.53755,1,0,0.082669
1237648704059474239,19.19326,17.96786,17.32432,1,0,0.089037
1237648704059605350,18.23406,16.20262,15.29725,0,1,0.055614
1237648704059670794,16.99753,15.75559,15.23176,1,0,0.040088
1237648704059736563,19.57335,18.37467,17.66171,1,0,0.126226
1237648704060129536,19.51527,18.24389,17.72298,1,0,0.078218
1237648704060129683,20.29081,18.64533,17.536,1,0,0.119704
1237648704060194961,17.99482,16.31078,15.3938,0,1,0.060246
1237648704060194982,18.55426,17.29227,16.51105,1,0,0.073425
1237648704060260629,20.40029,18.51236,17.53933,1,0,0.104439
1237648704060326178,20.28725,18.6071,17.54934,1,0,0.133293
1237648704060522809,18.33584,16.54502,15.65345,0,1,0.062318
1237648704060588144,19.42611,18.29496,17.71877,1,0,0.085117
1237648704060653764,17.10826,15.8967,15.24479,0,1,0.028424
1237648704060653941,18.91651,17.68474,16.9451,1,0,0.115426
1237648704060653961,19.05877,17.81835,17.11107,1,0,0.109291
1237648704060653973,19.41189,18.22182,17.4919,1,0,0.105641
1237648704060654027,19.08351,18.06155,17.39433,1,0,0.084812
1237648704060719359,19.90663,17.91869,16.7969,1,0,0.116616
1237648704060784894,20.08076,18.5345,17.6302,1,0,0.104985
1237648704060785026,19.92138,18.48905,17.46111,1,0,0.127358
1237648704060850584,20.11674,18.5279,17.56051,1,0,0.130126
1237648704060915938,20.00827,18.32786,17.24459,1,0,0.118256
1237648704060981527,20.17447,18.24557,17.47168,1,0,0.052227
1237648704060981634,18.64857,17.02348,16.40231,1,0,0.041385
1237648704061177969,19.5364,18.06979,17.21745,1,0,0.090224
1237648704061178094,19.0353,18.12601,17.52472,1,0,0.079448
1237648704061243684,19.68897,18.47396,17.87678,1,0,0.081156
1237648704061243716,18.42581,16.88951,15.86881,1,0,0.057583
1237648704061374711,20.51685,18.97717,17.85176,1,0,0.171306
1237648704061374791,19.09722,17.98761,17.38899,1,0,0.105789
1237648704061440348,19.31073,18.42089,17.89656,1,0,0.097511
1237648704061440399,18.92303,17.68152,17.09648,1,0,0.083296
1237648704061505583,19.50494,18.33455,17.9494,1,0,0.044751
1237648704061505776,17.92645,16.58677,15.96756,1,0,0.049722
1237648704061571243,19.81718,18.32994,17.51908,1,0,0.093282
1237648704061571448,19.9124,18.23296,17.29168,1,0,0.068783
1237648704061571450,19.4311,18.6762,18.03191,1,0,0.120912
1237648704061636688,19.48146,17.56277,16.47992,1,0,0.092358
1237648704061636893,18.76402,16.80387,15.80939,0,1,0.07642
1237648704061636915,17.91727,16.15565,15.10318,0,1,0.082711
1237648704061637125,18.95693,17.01207,16.002,0,1,0.081937
1237648704061702332,19.52731,18.1345,17.34052,1,0,0.113268
1237648704061702472,19.45094,18.01639,17.25968,1,0,0.083829
1237648704061702521,19.95203,18.39063,17.42405,1,0,0.110509
1237648704061767968,19.03615,16.95077,15.99254,0,1,0.071716
1237648704061768134,17.42125,15.89727,15.08362,1,0,0.03081
1237648704061768277,20.70586,18.80076,17.70854,1,0,0.110102
1237648704061833675,19.36297,18.21084,17.64864,1,0,0.072881
1237648704061898913,19.62181,18.06551,16.95684,1,0,0.094395
1237648704061899189,18.87932,17.61259,17.09621,1,0,0.057162
1237648704062095582,21.15079,18.98566,17.88929,1,0,0.130407
1237648704062095799,19.88941,18.28113,17.42095,1,0,0.090669
1237652942089355620,23.11629,18.99082,17.97513,1,0,0.154431
1237652942089421272,19.07504,17.77329,17.30699,1,0,0.066755
1237652942089552153,21.5139,19.00134,17.79284,1,0,0.165701
1237652942090273293,20.85635,18.81685,17.80328,1,0,0.114321
1237652942090338627,18.80801,17.14578,16.28693,1,0,0.079113
1237652942090666202,17.51711,16.51707,16.13324,1,0,0.05759
1237652942090862971,20.09208,18.88968,18.01937,1,0,0.131289
1237652942091059457,18.81074,17.80059,17.20275,1,0,0.081667
1237652942091452660,18.42778,17.07009,16.60919,1,0,0.021901
1237652942091715142,19.85664,18.58526,17.7875,1,0,0.12871
1237652942091780493,19.62263,18.51311,17.75072,1,0,0.151998
1237652942091845912,17.90712,16.56112,15.831,1,0,0.06735
1237652942092173513,21.36437,18.78455,17.67031,1,0,0.124467
1237652942092173699,20.07637,18.39589,17.20755,1,0,0.138331
1237652942092239189,18.98628,17.64215,16.93409,1,0,0.100873
1237652942092370121,19.1953,17.13356,16.22616,1,0,0.064608
1237652942092370279,18.7883,17.62044,16.96795,1,0,0.090587
1237652942092435722,20.61193,18.4189,17.3989,1,0,0.122828
1237652942092501254,19.23729,18.28583,17.79037,1,0,0.116157
1237652942092763608,19.79873,18.83317,17.7788,1,0,0.127013
1237652942092829066,20.24488,18.40183,17.45995,1,0,0.093792
1237652942092829113,19.9619,18.51575,17.78289,1,0,0.098203
1237652942093156777,18.3348,17.07208,16.35859,1,0,0.065891
1237652942093222170,18.92293,17.77483,17.30622,1,0,0.090126
1237652942093287609,20.30705,18.11692,17.1441,1,0,0.095759
1237652942093549793,18.84788,16.97298,16.04538,0,1,0.072363
1237652942093615352,20.19362,18.58982,17.61072,1,0,0.12673
1237652942093615468,20.41278,18.49698,17.68072,1,0,0.084872
1237652942093877619,18.04458,16.80853,16.08824,1,0,0.054535
1237652942093877695,21.00678,18.84689,17.6263,1,0,0.152146
1237652942094008638,19.23377,18.19525,17.51546,1,0,0.123996
1237652942094073995,18.10604,17.1116,16.58931,1,0,0.071389
1237652942094139610,19.29874,18.00267,17.14352,1,0,0.130905
1237652942094139643,19.52173,18.56192,17.70918,1,0,0.149854
1237652942094205061,19.34482,18.21087,17.70597,1,0,0.094946
1237652942094205171,19.18126,17.66554,16.91574,0,1,0.062453
1237652942094532913,19.47174,18.31155,17.48225,1,0,0.137113
1237652942094598633,19.22109,18.56633,17.82905,1,0,0.130039
1237652942094663786,20.08224,18.83619,17.79082,1,0,0.187584
1237652942094860601,19.28639,18.35442,17.87405,1,0,0.089064
1237652942094860612,19.61208,18.17685,17.53435,1,0,0.094909
1237652942094925973,16.35208,13.96663,13.05192,0,1,0.006311
1237652942094925976,25.46077,18.93814,17.77292,1,0,0.170676
1237652942094926183,18.7483,17.476,16.73283,1,0,0.094718
1237652942094991410,20.56045,18.78057,17.94407,0,1,0.09514
1237652942094991555,20.08179,18.47165,17.42175,1,0,0.151779
1237652942094991656,20.27503,18.96349,18.14469,1,0,0.114226
1237652942095253702,18.56275,17.40889,16.80005,1,0,0.054122
1237652942095253707,17.4857,16.12583,15.38851,1,0,0.036976
1237652942095384795,19.84721,17.59023,16.63754,1,0,0.052722
1237652942095450317,16.38331,14.91107,14.11385,1,0,0.025591
1237652942095646904,18.32424,16.84949,15.97127,1,0,0.060176
1237652942095712502,18.65025,17.27909,16.39053,1,0,0.078227
1237652942626029998,20.12598,18.35488,17.43289,1,0,0.092804
1237652942626030293,19.4774,18.62018,18.06877,1,0,0.044904
1237652942626422807,21.18076,18.9494,17.89136,1,0,0.145553
1237652942626554405,20.29234,18.73697,17.9992,1,0,0.096745
1237652942626685354,19.86425,18.08686,17.14538,1,0,0.080127
1237652942626881760,18.55601,17.18648,16.52428,1,0,0.073468
1237652942627471506,18.41561,16.6343,15.60722,0,1,0.089062
1237652942627733830,19.91224,18.12481,17.22914,0,1,0.067712
1237652942628258030,19.43005,18.42927,17.67239,1,0,0.113895
1237652942628716763,19.87933,18.39503,17.5136,1,0,0.128973
1237652942628847856,19.03744,18.16553,17.30109,1,0,0.088156
1237652942629175704,19.36989,18.23984,17.47221,1,0,0.125514
1237652942629241037,19.5558,18.06542,17.17316,1,0,0.103557
1237652942629372143,18.61992,17.31206,16.70521,1,0,0.113236
1237652942629503204,19.62016,18.58543,17.79292,1,0,0.135851
1237652942629503212,20.10603,18.67122,17.72794,1,0,0.135479
1237652942629503305,19.7345,18.01256,17.08749,1,0,0.083626
1237652942629503340,19.06732,17.7147,16.69642,1,0,0.119186
1237652942629568771,19.21084,17.98089,17.07207,1,0,0.101549
1237652942629568776,19.27402,17.96875,17.13027,1,0,0.094397
1237652942629568937,19.51397,18.13806,17.51652,1,0,0.09338
1237652942629634245,19.55258,18.36035,17.5227,1,0,0.090904
1237652942629634258,19.90633,18.28094,17.442,1,0,0.114509
